epoch,train loss,val loss,swa
0.0,0.20040743112907158,0.23104696428875543,n
1.0,0.045829423923162006,0.0917976099153199,y
3.0,0.04353197406229004,0.09093370632707917,y
5.0,0.04103293461263332,0.08893300934457743,y
7.0,0.04183133978983625,0.09052612060721558,y
9.0,0.03838182899484938,0.08901779250501245,y
11.0,0.03732593008236531,0.08791112437943094,y
13.0,0.03567156679072593,0.0868854414127577,y
15.0,0.035233951923184494,0.08586836631730424,y
17.0,0.03599208142938934,0.08599636360640103,y
19.0,0.03428259412847671,0.08582583323964113,y
21.0,0.033803905729927086,0.08617038784560457,y
23.0,0.03530317287782991,0.08629203796011022,y
25.0,0.032029979176388654,0.08406750509437441,y
27.0,0.035464787322441696,0.08784609890024982,y
29.0,0.03386726646158071,0.0869581641491941,y
31.0,0.03330744119163109,0.08592789791084322,y
33.0,0.03453020472131122,0.08517359505976016,y
35.0,0.03131898939142937,0.08384940616687077,y
37.0,0.030787554140437757,0.08538404406673934,y
39.0,0.03157566394377369,0.08482542761352835,y
41.0,0.03216273289655821,0.0846645697996372,y
43.0,0.030006747909939662,0.0833981825184822,y
45.0,0.031493908514481514,0.0843581938275658,y
47.0,0.030545535493981084,0.08310116869220205,y
49.0,0.02876084760417525,0.08325537216495586,y
51.0,0.029685162856546665,0.08289181627672496,y
53.0,0.027907471199389806,0.0820799699347737,y
55.0,0.029306906206404162,0.0822838752717815,y
57.0,0.02921878846585261,0.08340433536509617,y
59.0,0.0289566326009883,0.08373738474065769,y
61.0,0.027682582867067068,0.08217317063178588,y
63.0,0.029452099841410725,0.08351910680804177,y
65.0,0.027722231220040954,0.08251275267208305,y
67.0,0.03076612568991617,0.08294216650524792,y
69.0,0.026786206375746857,0.08083399568100604,y
71.0,0.02752182523891342,0.08250597321169442,y
73.0,0.03025011961098586,0.08404858326411896,y
75.0,0.026403438060867628,0.08274465305626615,y
77.0,0.02888370911787733,0.0843268357864273,y
79.0,0.02820792902702587,0.08316799825389987,y
81.0,0.026867235052646345,0.08259440624893365,y
83.0,0.02698038100198145,0.0831323995814675,y
85.0,0.027016466046103985,0.08197640876224378,y
87.0,0.027358831741296944,0.08210985160338621,y
89.0,0.026127261795637378,0.08204852893187685,y
91.0,0.02773128450570342,0.08080219092969217,y
93.0,0.027199770272665066,0.08271479059771834,y
95.0,0.02491682637252546,0.08092879476360641,y
97.0,0.02524149087120549,0.08272779363657778,y
99.0,0.027750729052157475,0.08222135848997447,y
101.0,0.026185653627974387,0.08270035770541256,y
103.0,0.027275642960113193,0.0829939864119403,y
105.0,0.02658379153714862,0.08283470382789081,y
107.0,0.02601157781807611,0.08254773369684251,y
109.0,0.02414947377128381,0.08165342050199263,y
111.0,0.025898091976981417,0.08305253384454375,y
113.0,0.02431917186196169,0.08132276456010604,y
115.0,0.025129965389817262,0.08028730184619913,y
117.0,0.024014871373939622,0.08094298970533585,y
119.0,0.025082984421123396,0.08050970753092992,y
121.0,0.024551855311127475,0.08030130662192718,y
123.0,0.025521128948583674,0.08169852357988586,y
125.0,0.024780605984448065,0.08155830244323972,y
127.0,0.02466866188496472,0.08148109493099408,y
129.0,0.024905969996378924,0.08080828293777602,y
131.0,0.023974402479646377,0.08108658781032042,y
133.0,0.022108188354892266,0.07965359343141006,y
135.0,0.023382179581336888,0.08114317073085585,y
137.0,0.024596438955323315,0.08119289581744212,y
139.0,0.02534057425187406,0.08186266446324371,y
141.0,0.02470529910098818,0.08095205526015556,y
143.0,0.023678904100836503,0.07992526489035538,y
145.0,0.024407206247975512,0.08184237812367792,y
147.0,0.024716429119081743,0.08079114315172417,y
149.0,0.024823450696508736,0.08181460959876756,y
151.0,0.022789658323818678,0.08080070019073983,y
153.0,0.024908553699496475,0.08185831140979793,y
155.0,0.023104638573516374,0.08107184392432391,y
157.0,0.022454423636678086,0.08017272018517947,y
159.0,0.023930018057132053,0.08083807766682617,y
161.0,0.024338617791930132,0.08102706822109625,y
163.0,0.02373243785712036,0.08106325884853757,y
165.0,0.024236528807749697,0.08104061873918972,y
167.0,0.02343482591416275,0.081011162704311,y
169.0,0.02414325944041605,0.08105759588740279,y
171.0,0.022215747714900695,0.0802943327479511,y
173.0,0.02171117930405386,0.07932806813651379,y
175.0,0.022548460233015263,0.07952208278402281,y
177.0,0.021151395892571256,0.07982194917312904,y
179.0,0.022441488672687304,0.0796785414555618,y
181.0,0.022016479412827996,0.08034805795367879,y
183.0,0.02171789765436227,0.08038290195358005,y
185.0,0.022297565922791016,0.0789578871210986,y
187.0,0.022766833471265815,0.08001110361251354,y
189.0,0.022414651922907976,0.08023761052986111,y
191.0,0.02286907941511152,0.08081651039857182,y
193.0,0.022761801001471245,0.08014139350812868,y
195.0,0.02248487930605069,0.08075124309244391,y
197.0,0.022147532880763723,0.08090019770258226,y
199.0,0.02196028492633196,0.0815521034304506,y
201.0,0.020770359923243636,0.08113633692617059,y
203.0,0.02137705642989635,0.08067763197136946,y
205.0,0.02256192260492923,0.08149906663022843,y
207.0,0.020787536204637694,0.07954503242817473,y
209.0,0.021947655883191565,0.08085974670636462,y
211.0,0.02306763659726638,0.0816946470583282,y
213.0,0.02163942522212504,0.08049755624941901,y
215.0,0.022047073054346476,0.0800489065035519,y
217.0,0.023225022159021665,0.07988419313112935,y
219.0,0.023303337284137998,0.08137551916519782,y
221.0,0.02212493265707951,0.08125480198976416,y
223.0,0.0231238381805437,0.08098889804322974,y
225.0,0.021820139391109782,0.08005022669339922,y
227.0,0.02190454472589948,0.07998836031653177,y
229.0,0.02204900311462066,0.0802688890210663,y
231.0,0.02060756320320894,0.07890380601024413,y
233.0,0.02094110106558189,0.08029430583640187,y
235.0,0.019854500852802246,0.07913169328564809,y
237.0,0.020967948365402694,0.07956112481496629,y
239.0,0.022208400961064835,0.0811956520016257,y
241.0,0.023210908104148904,0.08095635764593617,y
243.0,0.020017849303031465,0.07969166462537478,y
245.0,0.02085715629702634,0.0796913269558923,y
247.0,0.021705389149309386,0.07936293214389907,y
249.0,0.022484639775464894,0.08051238041706048,y
251.0,0.021156412599820186,0.08078031160464325,y
253.0,0.02170339412796332,0.0813765085745546,y
255.0,0.021184851226521577,0.07976446437980272,y
257.0,0.02125886129851431,0.08047196231508594,y
259.0,0.022095184697828195,0.08116652726558206,y
261.0,0.0222093685589622,0.08001512160993131,y
263.0,0.0219305845070331,0.0804164304171005,y
265.0,0.0222064438823805,0.08005441995660839,y
267.0,0.020274430518259275,0.07975868049783169,y
269.0,0.020658231721802263,0.0802435411556502,y
271.0,0.020186589781245247,0.07917150564980056,y
273.0,0.020673356442999016,0.0803596905690771,y
275.0,0.020617131976991776,0.08039932903676333,y
277.0,0.020602279960778097,0.07946352473625908,y
279.0,0.02052594258812527,0.07974774732390653,y
281.0,0.019808286796244017,0.07965742411679451,y
283.0,0.02027078423521513,0.07971394034115548,y
