epoch,train loss,val loss,swa
0.0,54.8468325648989,55.125093936920166,n
1.0,50.79104793071747,60.926249980926514,y
3.0,47.02350543226515,66.410506884257,y
5.0,43.571439964430674,71.59471106529236,y
7.0,40.93382203578949,76.30160458882649,y
9.0,38.8688086952482,80.38246281941731,y
11.0,39.71630009583065,78.08921535809834,y
13.0,37.629400202206206,81.73375535011292,y
15.0,35.608466914721895,84.8613208134969,y
17.0,36.54073335443224,83.05298074086507,y
19.0,34.38095428262438,85.67027012507121,y
21.0,32.16000919682639,87.7317663828532,y
23.0,33.24371693815504,86.59221887588501,y
25.0,30.95897798878806,88.59915335973103,y
27.0,28.713633486202784,90.23380883534749,y
29.0,29.781391705785477,89.23605839411418,y
31.0,27.537052784647262,90.72439591089885,y
33.0,25.665727972984314,91.38438336054485,y
35.0,26.50771197250911,90.96521472930908,y
37.0,24.534748094422476,91.37540976206462,y
39.0,22.641293338366918,91.82245302200317,y
41.0,23.47408929892949,91.65656582514445,y
43.0,21.574124557631357,91.38881874084473,y
45.0,19.929602026939392,90.44000387191772,y
47.0,20.58315782887595,90.97072855631511,y
49.0,19.125334858894348,90.52929067611694,y
51.0,18.412545561790466,89.96711190541585,y
53.0,18.46051595892225,90.78927167256673,y
55.0,17.33033004828862,91.0346040725708,y
57.0,16.332909771374293,91.7377077738444,y
59.0,16.61322029999324,92.00505415598552,y
61.0,15.35294268812452,92.09578609466553,y
63.0,14.335761427879333,90.20824551582336,y
65.0,14.75777096407754,91.01440906524658,y
67.0,13.575023940631322,89.92886924743652,y
69.0,12.553145630019051,88.71980587641399,y
71.0,12.97720011643001,90.1606601079305,y
73.0,12.153559020587377,89.93973263104756,y
75.0,11.61428953920092,88.56839783986409,y
77.0,11.669002992766243,89.27526911099751,y
79.0,11.059835382870265,87.42930793762207,y
81.0,10.384759988103594,85.88655654589336,y
83.0,10.539098109517779,88.84141596158345,y
85.0,9.990687353270394,89.53872044881184,y
87.0,9.452771646635872,85.01882131894429,y
89.0,9.565985935074943,86.23970643679301,y
91.0,8.814942990030561,86.76246086756389,y
93.0,8.420708162443978,85.52831157048543,y
95.0,8.469920209475926,85.63474575678508,y
97.0,8.057596053395953,84.9071295261383,y
99.0,7.760164448193142,80.47448698679607,y
101.0,7.346061996051243,84.43554218610127,y
103.0,6.8787752730505805,87.52836481730144,y
105.0,7.4390687091009955,83.06901057561238,y
107.0,6.822369081633432,83.80192708969116,y
109.0,6.362224766186306,85.27431766192119,y
111.0,6.173231857163565,80.43132376670837,y
113.0,5.8091095345360895,83.13519891103108,y
115.0,5.86996499129704,85.96672328313191,y
117.0,5.324030518531799,80.23829714457194,y
119.0,4.789133497646877,82.86790521939595,y
121.0,4.9119899443217685,85.49044942855835,y
123.0,5.732815657343183,79.20549742380778,y
